userid,screen_name,Numero_pasados,Numero_presentes,Numero_futuros,Numero_condicionales,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion,Numero_adjetivos,Adjetivos_masc,Adjetivos_fem,Adjetivos_sing,Adjetivos_plu,Adjetivos_comparativos,Adjetivos_numerales,Adjetivos_calificativos,Media_palabras_por_sintagma,Numero_sintagmas,Renta_zona_usuario,sentiment
433318020,MirianBetanzos,0.1,1.8,0.0,0.0,0.6,0.4,1.9,0.0,0.9,0.3,0.4,0.8,0.1,0.1,0.2,0.0,0.6,0.0,0.0,3.0,2.8,5.8,1.4,0.6,0.9,1.0,3.9,3.8,2.5,1.0,0.1,0.0,0.2,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.6,5.68,2.9,4.45,3.2,1.0,1.3,0.9,0.8,0.3,0.3,0.6,0.2,0.0,0.1,0.8,5.74,7.0,14350.0,-0.44
436079240,goferca,0.19,1.19,0.0,0.0,0.31,0.38,1.12,0.25,1.75,0.88,0.75,1.38,0.75,1.31,0.12,0.0,0.31,0.06,0.44,1.56,2.38,3.94,1.31,1.0,1.31,1.0,1.62,1.62,2.56,1.75,0.44,0.0,1.06,0.0,1.19,0.19,0.06,0.12,0.12,0.0,0.06,0.0,0.94,0.94,6.43,3.69,4.69,1.69,1.5,0.62,3.0,0.81,0.25,0.12,0.69,0.12,0.06,0.0,0.75,4.82,6.81,16450.0,0.54
437417833,Ricardo_Aira,0.05,0.92,0.0,0.0,0.72,0.08,0.95,0.03,1.26,0.23,0.85,0.95,0.15,0.33,0.18,0.0,0.72,0.0,0.03,1.21,1.77,2.97,1.26,0.33,0.56,1.03,1.38,1.38,2.03,0.15,0.0,0.03,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.03,0.03,0.15,3.08,1.0,7.33,3.62,5.6,0.72,0.67,0.46,0.95,0.18,0.1,0.0,0.18,0.0,0.03,0.0,0.15,4.3,4.49,15050.0,0.22
437720808,jlramosmonzon,0.12,1.25,0.12,0.0,0.25,0.0,1.38,0.12,1.25,0.75,0.38,1.0,0.12,0.62,0.12,0.0,0.5,0.0,0.0,2.38,3.0,5.38,1.75,0.38,1.12,0.88,3.38,3.25,2.62,1.0,0.12,0.0,0.75,0.0,0.62,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.88,6.28,2.5,4.75,1.62,1.38,1.5,3.88,0.75,0.5,0.12,0.75,0.0,0.0,0.0,0.75,4.52,6.12,10850.0,0.19
438443724,onijiabukara,0.38,0.88,0.0,0.0,0.25,0.25,1.0,0.25,2.62,0.75,1.75,2.12,0.5,1.5,0.12,0.0,0.5,0.5,0.12,0.75,3.62,4.38,2.75,0.88,1.38,2.25,0.75,0.75,3.75,0.88,0.38,0.0,0.38,0.0,0.62,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.0,5.68,2.5,4.19,1.75,1.12,0.88,1.12,0.88,0.62,0.12,0.5,0.25,0.0,0.12,0.88,5.62,6.38,11550.0,0.3
440200274,javiriva1,0.11,0.78,0.22,0.0,0.89,0.33,1.11,0.0,3.56,1.56,1.44,2.67,0.78,1.78,0.56,0.0,0.67,0.11,0.44,0.22,4.89,5.11,3.22,1.22,1.78,2.56,0.78,0.67,3.56,2.44,0.44,0.44,1.11,0.0,1.0,0.33,0.56,0.33,0.0,0.0,0.22,1.56,0.22,0.33,5.07,3.33,4.44,1.56,1.33,1.56,1.67,1.44,0.22,0.44,1.11,0.33,0.22,0.0,1.22,6.28,8.67,15400.0,0.66
441807579,DNCsentimigades,0.21,1.17,0.02,0.0,0.76,0.06,1.33,0.05,1.83,0.86,0.83,1.52,0.32,1.02,0.14,0.0,0.5,0.12,0.11,0.52,2.35,2.86,1.89,0.38,1.11,1.14,0.62,0.59,2.3,0.89,0.24,0.0,0.42,0.0,0.5,0.2,0.12,0.05,0.02,0.0,0.02,0.03,0.03,0.88,6.89,3.58,4.88,0.88,0.77,0.68,1.61,0.76,0.32,0.2,0.58,0.15,0.02,0.02,0.74,4.37,5.89,16450.0,0.06
445774415,juankamaspinell,0.01,0.97,0.0,0.0,0.94,0.0,0.97,0.0,0.98,0.06,0.92,0.98,0.01,0.03,0.0,0.0,0.94,0.01,0.01,2.82,1.06,3.88,1.03,0.02,0.07,0.98,2.83,2.83,2.84,0.04,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,1.0,6.26,2.08,4.91,0.26,0.24,0.04,0.35,0.02,0.01,0.0,0.02,0.01,0.0,0.0,0.02,5.42,4.82,11550.0,0.26
446433608,SandraAyuso_,0.17,0.9,0.02,0.03,0.33,0.1,1.05,0.1,1.29,0.5,0.64,0.91,0.42,0.73,0.16,0.0,0.26,0.08,0.16,0.3,1.75,2.05,1.07,0.47,0.64,0.87,0.53,0.51,1.45,1.21,0.22,0.05,0.8,0.0,0.82,0.17,0.14,0.08,0.02,0.0,0.0,0.34,0.0,0.06,4.79,3.65,4.29,0.7,0.59,0.57,1.36,0.49,0.14,0.2,0.42,0.06,0.02,0.06,0.47,4.75,3.93,16450.0,-0.32
447416589,TattooStoneMA,0.0,1.14,0.0,0.0,1.09,0.0,1.14,0.0,1.09,0.23,0.82,1.0,0.05,0.14,0.05,0.0,0.91,0.0,0.0,1.14,2.09,3.23,2.0,0.05,1.09,0.95,1.18,1.18,2.5,0.18,0.09,0.0,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.0,0.0,0.18,0.64,1.0,6.74,4.86,5.48,1.45,1.32,0.41,0.55,0.09,0.05,0.05,0.09,0.0,0.0,0.0,0.09,4.91,4.68,15050.0,0.6
448451334,Turvegal,0.08,0.97,0.05,0.01,0.59,0.06,1.05,0.06,0.73,0.28,0.42,0.68,0.08,0.23,0.04,0.0,0.39,0.08,0.05,2.7,2.33,5.03,1.51,0.41,0.82,1.05,3.15,3.11,2.57,0.68,0.04,0.01,0.28,0.0,0.43,0.16,0.04,0.01,0.04,0.0,0.0,1.44,1.19,0.95,7.3,4.44,5.84,4.7,2.13,0.65,1.62,0.8,0.3,0.24,0.58,0.16,0.01,0.01,0.78,4.65,6.16,16450.0,0.24
448995886,aliasPW,0.0,0.09,0.03,0.0,0.0,0.09,0.12,0.0,0.85,0.27,0.39,0.3,0.39,0.61,0.18,0.0,0.06,0.0,0.03,2.67,1.88,4.55,0.97,0.7,0.45,1.03,3.06,2.88,2.24,0.09,0.0,0.0,0.03,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,6.58,2.33,5.12,2.79,1.48,0.21,2.33,0.67,0.0,0.12,0.06,0.12,0.03,0.0,0.64,4.67,4.39,15050.0,0.3
451043206,tubalcon,0.12,2.33,0.14,0.0,1.27,0.08,2.39,0.18,2.41,0.87,1.48,2.14,0.4,1.29,0.06,0.0,0.84,0.05,0.27,1.91,3.29,5.2,2.53,0.58,1.16,1.92,2.12,2.09,3.29,2.53,0.6,0.15,1.01,0.0,1.46,0.48,0.44,0.02,0.0,0.0,0.14,0.28,0.33,0.68,6.04,3.49,4.42,1.07,0.8,1.4,4.2,0.89,0.27,0.26,0.75,0.12,0.04,0.0,0.86,5.13,8.82,15750.0,0.23
452487233,Mussol81,0.4,1.4,0.0,0.0,0.4,0.2,1.8,0.0,3.2,1.8,0.8,2.2,0.4,2.2,0.6,0.0,0.2,0.2,0.0,1.2,5.0,6.2,3.2,1.4,2.6,2.0,1.6,1.6,3.4,1.2,0.4,0.0,1.2,0.0,0.6,0.0,0.2,0.4,0.0,0.0,0.0,3.8,0.0,0.6,6.02,2.2,4.4,1.8,0.8,1.6,3.0,1.0,0.6,0.2,1.0,0.0,0.0,0.0,0.8,4.65,10.0,17150.0,0.27
455040276,estherhc94,1.0,1.0,0.0,0.33,0.33,0.0,2.33,0.0,2.33,1.0,1.33,2.0,0.33,2.0,0.0,0.0,0.33,0.0,0.0,0.67,3.0,3.67,2.67,0.33,1.33,1.67,0.67,0.67,2.67,2.33,0.0,0.33,1.0,0.0,2.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.47,3.0,4.5,0.67,0.67,1.67,3.67,1.0,0.0,0.33,1.0,0.0,0.33,0.0,0.67,7.11,6.0,10150.0,-0.51
455071009,Gushini,0.0,1.75,0.0,0.0,1.25,0.0,1.75,0.0,1.5,0.75,0.75,2.0,0.25,1.25,0.0,0.0,0.25,0.0,0.75,1.0,3.75,4.75,3.25,0.5,2.0,1.75,1.0,1.0,3.25,1.25,0.25,0.0,1.0,0.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,1.0,6.34,3.5,5.0,3.25,2.5,1.5,3.5,1.0,0.5,0.0,0.75,0.25,0.25,0.0,0.75,5.73,8.0,11550.0,0.62
457872514,rubenvillen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,3.32,0.16,3.48,0.13,0.0,0.13,0.0,3.35,3.35,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.26,1.0,8.25,6.84,6.48,1.42,1.39,0.84,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,3.52,16450.0,0.0
459477808,carrinho_7,0.09,0.52,0.02,0.0,0.05,0.09,0.64,0.02,0.98,0.59,0.2,0.68,0.23,0.68,0.18,0.0,0.05,0.02,0.09,0.95,1.48,2.43,1.14,0.27,1.0,0.36,1.07,1.02,0.98,0.25,0.07,0.0,0.14,0.0,0.11,0.07,0.02,0.02,0.0,0.02,0.0,0.3,0.05,0.27,5.3,3.3,4.58,1.0,0.73,0.91,0.27,0.48,0.25,0.07,0.43,0.05,0.11,0.02,0.36,3.93,2.84,15050.0,0.23
459654350,CalpPsoe,0.11,0.71,0.0,0.03,0.71,0.03,0.84,0.0,1.68,0.55,0.95,1.32,0.18,0.71,0.18,0.0,0.76,0.03,0.0,1.61,1.95,3.55,1.53,0.21,0.66,1.05,1.84,1.82,2.21,0.11,0.0,0.0,0.03,0.0,0.05,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.03,1.08,6.42,5.29,4.41,0.37,0.32,0.42,0.95,0.26,0.13,0.05,0.18,0.05,0.0,0.0,0.26,4.51,4.47,11550.0,0.02
464206612,JuanjeSimon,0.61,1.64,0.03,0.03,0.66,0.16,2.09,0.24,2.23,1.01,0.98,1.95,0.36,1.3,0.24,0.0,0.47,0.15,0.27,0.53,3.21,3.74,2.35,0.68,1.41,1.55,0.78,0.71,2.63,2.25,0.26,0.05,1.34,0.0,1.51,0.31,0.21,0.14,0.06,0.0,0.01,0.19,0.04,0.35,5.33,3.31,4.39,0.63,0.53,1.37,2.24,0.86,0.35,0.32,0.69,0.16,0.01,0.07,0.84,6.02,7.31,12250.0,-0.01
464875025,evaalquibla,0.08,0.22,0.02,0.0,0.1,0.0,0.24,0.04,1.69,0.94,0.59,1.29,0.53,1.27,0.16,0.0,0.18,0.04,0.29,1.73,2.92,4.65,1.98,0.86,1.49,1.27,1.9,1.82,2.2,0.27,0.06,0.04,0.16,0.0,0.16,0.04,0.04,0.0,0.0,0.0,0.02,0.82,1.8,1.51,8.78,6.53,7.3,0.49,0.41,1.06,0.76,0.51,0.27,0.12,0.41,0.1,0.02,0.06,0.49,4.67,4.65,13650.0,0.14
464875025,evagalansempere,0.0,0.08,0.0,0.0,0.01,0.0,0.08,0.0,0.92,0.35,0.56,0.89,0.23,0.9,0.0,0.0,0.03,0.01,0.17,1.61,2.15,3.76,1.68,0.39,0.79,1.2,1.77,1.69,1.18,0.07,0.0,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.0,0.23,5.93,1.92,10.7,7.59,9.22,0.45,0.44,0.75,0.58,0.3,0.06,0.1,0.21,0.08,0.0,0.0,0.3,4.29,3.11,13650.0,0.14
465022859,charlyrodrigue7,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.17,1.67,0.08,1.0,0.08,1.0,0.58,0.58,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.17,1.0,10.6,6.0,6.12,0.58,0.42,0.25,0.67,0.83,0.08,0.75,0.08,0.75,0.0,0.0,0.83,2.57,1.33,12950.0,0.87
465898335,pepechuleton,0.02,0.94,0.0,0.0,0.61,0.02,0.94,0.02,2.37,0.33,1.6,1.8,0.18,1.17,0.43,0.0,0.56,0.12,0.11,0.5,3.15,3.65,2.9,0.2,0.46,2.63,0.56,0.56,2.2,0.55,0.14,0.06,0.2,0.0,0.38,0.07,0.01,0.03,0.0,0.0,0.07,0.87,0.42,2.0,7.54,3.77,4.96,1.55,1.2,1.31,4.31,0.24,0.1,0.08,0.19,0.05,0.01,0.02,0.23,3.98,5.97,15050.0,0.57
465961343,MADALAISON,0.44,1.17,0.01,0.0,0.37,0.16,1.49,0.12,1.57,0.72,0.66,1.26,0.36,1.07,0.2,0.0,0.11,0.08,0.2,1.26,2.49,3.76,1.56,0.49,1.07,0.96,1.72,1.7,1.89,1.6,0.32,0.06,1.01,0.0,1.06,0.23,0.22,0.04,0.02,0.0,0.05,0.06,0.01,0.11,4.69,3.07,4.03,1.71,0.94,1.0,2.1,0.75,0.3,0.24,0.61,0.13,0.04,0.05,0.68,5.16,6.0,14350.0,-0.03
466389412,ISIS_NEUS,0.25,2.25,0.0,0.0,0.75,0.0,2.25,0.25,2.75,0.75,2.0,2.75,0.0,1.5,0.0,0.0,1.0,0.25,0.0,0.5,3.5,4.0,3.5,0.0,1.0,2.5,0.5,0.5,2.0,1.75,0.25,0.0,1.25,0.0,1.5,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,6.92,4.5,4.88,0.75,0.75,0.75,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,7.25,12950.0,-0.12
466767046,salvamorenoglez,0.14,0.32,0.0,0.0,0.14,0.24,0.46,0.0,2.22,0.95,1.14,1.92,0.27,1.65,0.14,0.0,0.24,0.14,0.14,2.38,2.68,5.05,1.76,0.54,1.22,1.05,2.78,2.76,3.89,0.46,0.11,0.0,0.19,0.0,0.32,0.03,0.05,0.0,0.0,0.0,0.05,0.0,0.03,1.14,6.55,3.24,5.14,1.78,1.32,0.49,3.43,0.32,0.11,0.14,0.27,0.03,0.0,0.0,0.3,4.79,6.11,15750.0,0.24
467220028,ferranNT,0.0,1.33,0.0,0.0,0.67,0.0,1.33,0.0,1.33,0.33,1.0,1.33,0.0,0.67,0.0,0.0,0.67,0.0,0.0,1.67,2.0,3.67,2.0,0.0,1.33,0.67,1.67,1.67,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.0,6.9,2.0,4.67,4.33,1.33,0.67,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,5.67,13650.0,-0.32
468744144,jmsannicolas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,1.0,0.0,1.0,0.0,0.5,0.5,1.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,8.04,6.5,6.0,0.5,0.5,1.0,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,4.12,3.5,12950.0,0.14
469498578,PedroMPortero,0.0,0.25,0.0,0.0,0.75,0.0,0.25,0.0,3.25,1.5,1.5,3.0,0.5,2.0,0.25,0.0,0.5,0.25,0.5,2.25,4.25,6.5,2.75,1.25,2.25,1.75,2.5,2.5,5.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,1.25,6.33,4.0,5.0,0.75,0.75,0.75,1.0,1.75,0.75,0.5,1.25,0.25,0.25,0.5,1.5,4.94,8.5,14350.0,0.76
472047627,MartaDomeenech,0.05,0.75,0.0,0.0,0.25,0.05,0.8,0.1,0.7,0.25,0.35,0.5,0.1,0.4,0.1,0.0,0.1,0.05,0.05,0.7,1.3,2.0,0.65,0.3,0.4,0.5,1.1,1.05,0.75,0.75,0.1,0.0,0.55,0.0,0.6,0.05,0.0,0.05,0.05,0.0,0.0,2.15,0.0,0.45,5.7,3.45,4.72,1.25,0.85,0.5,1.0,0.35,0.05,0.1,0.15,0.2,0.0,0.0,0.35,4.15,3.1,12950.0,0.2
472110062,naazaa95,0.07,0.87,0.0,0.0,0.27,0.07,0.8,0.13,0.27,0.0,0.2,0.4,0.0,0.13,0.07,0.0,0.0,0.07,0.2,0.2,0.8,1.0,0.67,0.07,0.4,0.33,0.27,0.27,0.53,1.53,0.67,0.07,1.2,0.0,1.0,0.07,0.33,0.13,0.0,0.0,0.07,0.53,0.0,0.07,4.55,4.07,4.33,0.87,0.8,0.6,1.4,0.4,0.33,0.07,0.4,0.0,0.0,0.0,0.4,4.96,2.4,11550.0,-0.15
472794296,capristino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,1.0,5.5,1.0,0.0,0.0,1.0,4.5,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.68,4.0,8.5,4.5,1.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,5.0,12950.0,0.0
475859777,JewelsGroup,0.03,1.29,0.09,0.03,0.79,0.0,1.38,0.06,2.32,1.03,1.21,2.15,0.18,1.06,0.09,0.0,0.71,0.12,0.44,0.76,2.85,3.62,2.35,0.24,0.94,1.56,1.12,1.03,2.94,1.0,0.5,0.03,0.59,0.0,0.5,0.06,0.06,0.03,0.0,0.0,0.35,1.79,0.0,1.0,6.71,3.03,4.6,1.18,0.82,1.32,1.24,0.44,0.26,0.03,0.35,0.09,0.0,0.0,0.44,4.99,5.97,15050.0,0.81
477862710,alberto_conxo,0.04,1.04,0.04,0.0,0.26,0.04,1.04,0.09,0.83,0.3,0.48,0.87,0.09,0.43,0.04,0.0,0.26,0.04,0.17,1.78,1.52,3.3,1.22,0.26,0.7,0.78,1.83,1.83,1.65,0.48,0.04,0.09,0.22,0.0,0.3,0.09,0.0,0.09,0.0,0.0,0.0,0.22,1.22,0.52,6.21,3.87,5.43,1.13,0.91,0.61,2.0,0.65,0.13,0.22,0.57,0.0,0.0,0.09,0.65,4.04,4.48,15050.0,0.29
477949943,Pilar_2S,0.45,1.73,0.27,0.0,0.55,0.18,2.55,0.0,1.91,1.09,0.45,1.55,0.73,0.91,0.36,0.0,0.36,0.18,0.55,0.55,3.45,4.0,2.45,0.82,1.82,1.45,0.73,0.73,2.82,2.36,0.36,0.0,0.91,0.0,1.45,0.73,0.18,0.0,0.0,0.0,0.0,1.0,0.73,0.82,6.92,4.36,5.14,1.45,1.18,1.27,2.27,1.09,0.36,0.0,0.73,0.36,0.36,0.0,0.73,5.77,8.09,17150.0,0.53
480629897,mariusmeregiu,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.33,8.88,4.67,8.0,1.33,1.33,0.0,2.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.33,3.11,1.67,15750.0,0.23
484618544,FlygusVeiga,0.11,0.58,0.0,0.0,0.63,0.0,0.68,0.0,1.26,0.21,0.95,1.11,0.05,0.63,0.11,0.0,0.53,0.0,0.0,2.32,2.16,4.47,1.58,0.32,0.47,1.42,2.58,2.58,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,2.53,1.0,7.41,4.53,5.82,1.16,0.79,0.63,1.05,0.26,0.11,0.11,0.16,0.11,0.0,0.0,0.26,4.55,4.95,13650.0,0.25
489482920,DaniRobledo97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,5.92,4.5,5.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,2.83,2.5,12250.0,0.44
489598327,josesaenzandres,0.05,0.55,0.0,0.0,0.36,0.14,0.59,0.0,1.68,0.64,0.86,1.5,0.14,1.27,0.18,0.0,0.14,0.0,0.14,2.86,2.59,5.45,1.95,0.32,1.09,1.23,3.14,3.18,2.09,0.5,0.23,0.05,0.18,0.0,0.23,0.09,0.18,0.0,0.0,0.0,0.0,1.23,0.0,1.59,6.78,3.91,5.41,3.09,2.32,0.14,3.73,0.55,0.41,0.09,0.41,0.09,0.0,0.09,0.55,4.23,6.41,16100.0,0.23
490380566,Rosana_m_arana,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,2.5,4.0,1.0,1.0,1.0,0.5,2.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,9.1,2.0,7.5,1.5,1.5,2.0,1.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,3.75,3.5,15750.0,0.43
493381284,MueblesMaderiv,0.0,1.33,0.0,0.0,0.83,0.0,1.17,0.17,1.5,0.58,0.58,1.33,0.0,0.5,0.33,0.0,0.58,0.08,0.17,0.0,3.75,3.75,1.5,1.83,2.25,1.08,0.42,0.42,3.33,0.17,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.25,0.0,1.33,6.96,4.25,5.0,1.58,1.58,0.17,1.5,0.33,0.25,0.0,0.08,0.25,0.0,0.0,0.33,5.22,7.0,15750.0,0.03
493386722,Imisalozano,0.0,2.5,0.0,0.0,1.0,0.0,2.5,0.0,6.5,3.75,1.5,4.75,1.25,3.75,1.25,0.0,1.0,0.5,0.0,0.5,4.25,4.75,3.5,0.5,2.25,1.75,0.75,0.75,5.0,1.25,0.5,0.0,0.25,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,2.0,0.25,5.91,3.0,4.38,0.25,0.25,2.0,3.0,0.5,0.25,0.0,0.5,0.0,0.0,0.0,0.5,5.8,11.25,12250.0,-0.34
494599109,Juanllu_7,0.09,0.73,0.09,0.0,0.27,0.09,0.82,0.0,1.0,0.55,0.18,0.91,0.0,0.55,0.27,0.0,0.09,0.09,0.18,1.27,2.27,3.55,1.55,0.55,1.27,0.82,1.45,1.45,2.09,0.82,0.0,0.0,0.45,0.0,0.45,0.09,0.0,0.09,0.09,0.09,0.0,1.82,0.18,0.27,5.98,3.55,5.32,1.18,0.91,0.73,1.45,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.09,4.48,4.18,9450.0,0.26
498666014,_soniagondi,0.29,1.14,0.0,0.03,0.54,0.17,1.37,0.06,1.89,0.97,0.71,1.4,0.51,1.11,0.2,0.0,0.37,0.11,0.14,0.8,2.46,3.26,1.43,0.43,1.03,0.83,1.4,1.4,2.17,1.4,0.14,0.03,0.69,0.0,0.86,0.34,0.06,0.09,0.06,0.0,0.0,0.14,0.49,0.14,4.93,3.37,4.13,3.17,2.34,0.46,0.89,0.97,0.34,0.37,0.66,0.26,0.0,0.0,0.94,6.1,5.49,13650.0,-0.2
503154721,canito_75,0.09,1.1,0.06,0.0,0.65,0.04,1.19,0.05,1.95,1.13,0.74,1.89,0.13,1.14,0.08,0.0,0.65,0.06,0.15,2.64,2.51,5.15,2.11,0.27,1.33,1.02,2.8,2.77,2.97,0.61,0.11,0.01,0.37,0.0,0.37,0.1,0.09,0.03,0.0,0.01,0.0,0.64,0.0,1.0,6.03,2.44,4.85,1.52,1.29,1.18,2.47,0.36,0.17,0.09,0.3,0.06,0.02,0.01,0.34,5.04,6.6,10150.0,0.26
505752398,Hotelmesonainsa,0.0,0.9,0.0,0.0,0.9,0.1,0.9,0.0,1.3,0.2,1.1,1.3,0.0,0.3,0.0,0.0,0.8,0.1,0.1,0.4,2.2,2.6,2.0,0.2,0.7,1.2,0.7,0.4,2.1,0.2,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,7.0,4.0,4.65,0.6,0.3,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,4.3,15050.0,-0.06
512210134,BeaSC87,0.04,0.86,0.01,0.0,0.69,0.01,0.85,0.06,1.1,0.63,0.47,1.14,0.02,0.33,0.0,0.0,0.75,0.01,0.05,0.49,1.63,2.12,1.38,0.14,0.86,0.67,0.59,0.6,1.51,0.25,0.02,0.03,0.12,0.0,0.19,0.04,0.02,0.0,0.0,0.0,0.01,0.65,1.12,0.94,7.58,4.17,5.38,0.63,0.35,0.6,0.4,0.19,0.08,0.05,0.14,0.03,0.0,0.0,0.18,4.29,3.54,11550.0,0.56
513216413,alv_zajara,0.24,1.0,0.0,0.0,0.24,0.05,1.05,0.19,1.05,0.57,0.29,0.81,0.1,0.62,0.19,0.0,0.14,0.05,0.05,0.67,1.95,2.62,1.05,0.57,1.0,0.57,1.05,1.0,1.29,0.95,0.1,0.0,0.67,0.0,0.76,0.19,0.0,0.0,0.0,0.0,0.0,0.9,0.48,0.29,6.34,3.48,5.67,1.14,0.9,1.19,1.48,0.62,0.38,0.05,0.52,0.05,0.05,0.0,0.52,4.73,3.9,15750.0,0.35
513485211,colagon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.5,5.0,5.5,4.0,0.0,1.5,2.5,1.5,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.44,8.0,7.5,0.5,0.5,1.5,0.5,2.0,0.0,1.5,1.5,0.0,0.0,0.0,2.0,6.43,5.0,15750.0,0.89
